# Mean fitness, Standard deviation of fitness, Standard error of the mean fitness, Mean best fitness, Standard deviation of best fitness, Standard error of the mean best fitness
0.7227,0.3276,0.0463,0.8698,0.2547,0.0360
0.7027,0.3253,0.0460,0.8698,0.2547,0.0360
0.6583,0.3307,0.0468,0.8698,0.2547,0.0360
0.7006,0.3273,0.0463,0.8698,0.2547,0.0360
0.7017,0.3321,0.0470,0.8698,0.2547,0.0360
0.6745,0.3289,0.0465,0.8698,0.2547,0.0360
0.7161,0.3349,0.0474,0.8698,0.2547,0.0360
0.7441,0.3216,0.0455,0.8698,0.2547,0.0360
0.7488,0.3263,0.0461,0.8698,0.2547,0.0360
0.7130,0.3415,0.0483,0.8698,0.2547,0.0360
0.6774,0.3289,0.0465,0.8698,0.2547,0.0360
0.6261,0.3331,0.0471,0.8698,0.2547,0.0360
0.7316,0.3298,0.0466,0.8698,0.2547,0.0360
0.6668,0.3356,0.0475,0.8698,0.2547,0.0360
0.7435,0.3234,0.0457,0.8698,0.2547,0.0360
0.6848,0.3338,0.0472,0.8698,0.2547,0.0360
0.6641,0.3253,0.0460,0.8698,0.2547,0.0360
0.7007,0.3270,0.0462,0.8698,0.2547,0.0360
0.6509,0.3379,0.0478,0.8698,0.2547,0.0360
0.6814,0.3372,0.0477,0.8698,0.2547,0.0360
0.7042,0.3390,0.0479,0.8698,0.2547,0.0360
0.7363,0.3312,0.0468,0.8698,0.2547,0.0360
0.6854,0.3275,0.0463,0.8698,0.2547,0.0360
0.6870,0.3297,0.0466,0.8698,0.2547,0.0360
0.6690,0.3321,0.0470,0.8698,0.2547,0.0360
0.6820,0.3316,0.0469,0.8698,0.2547,0.0360
0.6883,0.3337,0.0472,0.8698,0.2547,0.0360
0.7179,0.3251,0.0460,0.8698,0.2547,0.0360
0.7115,0.3291,0.0465,0.8698,0.2547,0.0360
0.6928,0.3287,0.0465,0.8698,0.2547,0.0360
0.6905,0.3376,0.0477,0.8698,0.2547,0.0360
0.7076,0.3326,0.0470,0.8698,0.2547,0.0360
0.7056,0.3317,0.0469,0.8698,0.2547,0.0360
0.7341,0.3316,0.0469,0.8698,0.2547,0.0360
0.6600,0.3415,0.0483,0.8698,0.2547,0.0360
0.7124,0.3313,0.0469,0.8698,0.2547,0.0360
0.7101,0.3332,0.0471,0.8698,0.2547,0.0360
0.6493,0.3314,0.0469,0.8698,0.2547,0.0360
0.7008,0.3334,0.0471,0.8698,0.2547,0.0360
0.6945,0.3364,0.0476,0.8698,0.2547,0.0360
0.6644,0.3380,0.0478,0.8698,0.2547,0.0360
0.6642,0.3392,0.0480,0.8698,0.2547,0.0360
0.7128,0.3249,0.0459,0.8698,0.2547,0.0360
0.7101,0.3296,0.0466,0.8698,0.2547,0.0360
0.7305,0.3264,0.0462,0.8698,0.2547,0.0360
0.7282,0.3275,0.0463,0.8698,0.2547,0.0360
0.6760,0.3338,0.0472,0.8698,0.2547,0.0360
0.6960,0.3306,0.0467,0.8832,0.2435,0.0344
0.6675,0.3252,0.0460,0.8832,0.2435,0.0344
0.7260,0.3226,0.0456,0.8832,0.2435,0.0344
0.6725,0.3278,0.0464,0.8832,0.2435,0.0344
0.7064,0.3315,0.0469,0.8832,0.2435,0.0344
0.7200,0.3197,0.0452,0.8832,0.2435,0.0344
0.7226,0.3257,0.0461,0.8832,0.2435,0.0344
0.7161,0.3202,0.0453,0.8832,0.2435,0.0344
0.7257,0.3244,0.0459,0.8832,0.2435,0.0344
0.7215,0.3237,0.0458,0.8832,0.2435,0.0344
0.7784,0.3182,0.0450,0.8832,0.2435,0.0344
0.7333,0.3267,0.0462,0.8832,0.2435,0.0344
0.7505,0.3131,0.0443,0.8832,0.2435,0.0344
0.6726,0.3331,0.0471,0.8832,0.2435,0.0344
0.6865,0.3308,0.0468,0.8832,0.2435,0.0344
0.6835,0.3324,0.0470,0.8832,0.2435,0.0344
0.6837,0.3276,0.0463,0.8832,0.2435,0.0344
0.6710,0.3340,0.0472,0.8832,0.2435,0.0344
0.6582,0.3310,0.0468,0.8832,0.2435,0.0344
0.7139,0.3298,0.0466,0.8832,0.2435,0.0344
0.7381,0.3257,0.0461,0.8832,0.2435,0.0344
0.6767,0.3292,0.0466,0.8832,0.2435,0.0344
0.7023,0.3201,0.0453,0.8832,0.2435,0.0344
0.7472,0.3234,0.0457,0.8832,0.2435,0.0344
0.6749,0.3279,0.0464,0.8832,0.2435,0.0344
0.7006,0.3298,0.0466,0.8832,0.2435,0.0344
0.7202,0.3323,0.0470,0.8832,0.2435,0.0344
0.6934,0.3250,0.0460,0.8832,0.2435,0.0344
0.6764,0.3275,0.0463,0.8832,0.2435,0.0344
0.7324,0.3259,0.0461,0.8832,0.2435,0.0344
0.7455,0.3257,0.0461,0.8832,0.2435,0.0344
0.7292,0.3247,0.0459,0.8832,0.2435,0.0344
0.7150,0.3309,0.0468,0.8832,0.2435,0.0344
0.6966,0.3312,0.0468,0.8832,0.2435,0.0344
0.7148,0.3346,0.0473,0.8832,0.2435,0.0344
0.6717,0.3392,0.0480,0.8832,0.2435,0.0344
0.6900,0.3367,0.0476,0.8832,0.2435,0.0344
0.6931,0.3416,0.0483,0.8832,0.2435,0.0344
0.6954,0.3338,0.0472,0.8832,0.2435,0.0344
0.7180,0.3247,0.0459,0.8832,0.2435,0.0344
0.6698,0.3360,0.0475,0.8832,0.2435,0.0344
0.6742,0.3269,0.0462,0.8832,0.2435,0.0344
0.6802,0.3281,0.0464,0.8832,0.2435,0.0344
0.6424,0.3268,0.0462,0.8832,0.2435,0.0344
0.7347,0.3302,0.0467,0.8832,0.2435,0.0344
0.7129,0.3268,0.0462,0.8832,0.2435,0.0344
0.7067,0.3326,0.0470,0.8832,0.2435,0.0344
0.7446,0.3192,0.0451,0.8832,0.2435,0.0344
0.7082,0.3269,0.0462,0.8832,0.2435,0.0344
0.6872,0.3385,0.0479,0.8832,0.2435,0.0344
0.7464,0.3299,0.0467,0.8832,0.2435,0.0344
0.7107,0.3341,0.0472,0.8832,0.2435,0.0344
0.6999,0.3263,0.0461,0.8832,0.2435,0.0344
0.7015,0.3362,0.0475,0.8832,0.2435,0.0344
0.7366,0.3187,0.0451,0.8832,0.2435,0.0344
0.7535,0.3146,0.0445,0.8832,0.2435,0.0344
0.7248,0.3387,0.0479,0.8832,0.2435,0.0344
0.6981,0.3310,0.0468,0.8832,0.2435,0.0344
0.7718,0.3109,0.0440,0.8864,0.2439,0.0345
0.6957,0.3330,0.0471,0.8864,0.2439,0.0345
0.7465,0.3100,0.0438,0.8864,0.2439,0.0345
0.6996,0.3282,0.0464,0.8866,0.2436,0.0345
0.7304,0.3248,0.0459,0.8866,0.2436,0.0345
0.7238,0.3299,0.0467,0.8866,0.2436,0.0345
0.7297,0.3309,0.0468,0.8866,0.2436,0.0345
0.7200,0.3307,0.0468,0.8866,0.2436,0.0345
0.7438,0.3235,0.0457,0.8866,0.2436,0.0345
0.7431,0.3231,0.0457,0.8866,0.2436,0.0345
0.7040,0.3299,0.0467,0.8866,0.2436,0.0345
0.7619,0.3148,0.0445,0.8866,0.2436,0.0345
0.7282,0.3325,0.0470,0.8866,0.2436,0.0345
0.6949,0.3289,0.0465,0.8866,0.2436,0.0345
0.7464,0.3201,0.0453,0.8866,0.2436,0.0345
0.7153,0.3217,0.0455,0.8866,0.2436,0.0345
0.6922,0.3352,0.0474,0.8866,0.2436,0.0345
0.6769,0.3371,0.0477,0.8866,0.2436,0.0345
0.6818,0.3265,0.0462,0.8866,0.2436,0.0345
0.6735,0.3187,0.0451,0.8866,0.2436,0.0345
0.7607,0.3167,0.0448,0.8866,0.2436,0.0345
0.7432,0.3248,0.0459,0.8866,0.2436,0.0345
0.7071,0.3320,0.0470,0.8866,0.2436,0.0345
0.6534,0.3350,0.0474,0.8866,0.2436,0.0345
0.7205,0.3301,0.0467,0.8866,0.2436,0.0345
0.7595,0.3156,0.0446,0.8866,0.2436,0.0345
0.7452,0.3212,0.0454,0.8866,0.2436,0.0345
0.7954,0.3075,0.0435,0.8866,0.2436,0.0345
0.7063,0.3328,0.0471,0.8866,0.2436,0.0345
0.7313,0.3255,0.0460,0.8866,0.2436,0.0345
0.7148,0.3317,0.0469,0.8866,0.2436,0.0345
0.7613,0.3075,0.0435,0.8866,0.2436,0.0345
0.7659,0.3275,0.0463,0.8866,0.2436,0.0345
0.7277,0.3256,0.0460,0.8866,0.2436,0.0345
0.6753,0.3299,0.0467,0.8866,0.2436,0.0345
0.7248,0.3220,0.0455,0.8866,0.2437,0.0345
0.7066,0.3326,0.0470,0.8866,0.2437,0.0345
0.7892,0.3092,0.0437,0.8866,0.2437,0.0345
0.7280,0.3247,0.0459,0.8866,0.2437,0.0345
0.6869,0.3276,0.0463,0.8866,0.2437,0.0345
0.6770,0.3343,0.0473,0.8866,0.2437,0.0345
0.6734,0.3272,0.0463,0.8866,0.2437,0.0345
0.6770,0.3368,0.0476,0.8866,0.2437,0.0345
0.7649,0.3143,0.0444,0.8866,0.2437,0.0345
0.7016,0.3300,0.0467,0.8866,0.2437,0.0345
0.7478,0.3185,0.0450,0.8866,0.2437,0.0345
0.7042,0.3334,0.0472,0.8866,0.2437,0.0345
0.7461,0.3179,0.0450,0.8866,0.2437,0.0345
0.6642,0.3377,0.0478,0.8866,0.2437,0.0345
0.7731,0.3180,0.0450,0.8866,0.2437,0.0345
0.7810,0.3128,0.0442,0.8866,0.2437,0.0345
0.6933,0.3379,0.0478,0.8866,0.2437,0.0345
0.7339,0.3214,0.0455,0.8866,0.2437,0.0345
0.7136,0.3133,0.0443,0.8866,0.2437,0.0345
0.7269,0.3269,0.0462,0.8866,0.2437,0.0345
0.7267,0.3256,0.0460,0.8866,0.2437,0.0345
0.6807,0.3362,0.0475,0.8866,0.2437,0.0345
0.7433,0.3211,0.0454,0.8866,0.2437,0.0345
0.6526,0.3340,0.0472,0.8866,0.2437,0.0345
0.7323,0.3297,0.0466,0.8866,0.2437,0.0345
0.6849,0.3383,0.0478,0.8866,0.2437,0.0345
0.7007,0.3418,0.0483,0.8866,0.2437,0.0345
0.6742,0.3393,0.0480,0.8866,0.2437,0.0345
0.6726,0.3389,0.0479,0.8866,0.2437,0.0345
0.7109,0.3283,0.0464,0.8866,0.2437,0.0345
0.7404,0.3204,0.0453,0.8866,0.2437,0.0345
0.7469,0.3163,0.0447,0.8866,0.2437,0.0345
0.7226,0.3303,0.0467,0.8866,0.2437,0.0345
0.7254,0.3320,0.0469,0.8866,0.2437,0.0345
0.7590,0.3206,0.0453,0.8866,0.2437,0.0345
0.7400,0.3222,0.0456,0.8866,0.2437,0.0345
0.7472,0.3176,0.0449,0.8866,0.2437,0.0345
0.7408,0.3225,0.0456,0.8866,0.2437,0.0345
0.7401,0.3216,0.0455,0.8866,0.2437,0.0345
0.6682,0.3330,0.0471,0.8866,0.2437,0.0345
0.7119,0.3243,0.0459,0.8866,0.2437,0.0345
0.7200,0.3315,0.0469,0.8866,0.2437,0.0345
0.7156,0.3295,0.0466,0.8866,0.2437,0.0345
0.7062,0.3316,0.0469,0.8866,0.2437,0.0345
0.6973,0.3282,0.0464,0.8866,0.2437,0.0345
0.7571,0.3252,0.0460,0.8866,0.2437,0.0345
0.7365,0.3204,0.0453,0.8866,0.2437,0.0345
0.7050,0.3314,0.0469,0.8866,0.2437,0.0345
0.7316,0.3296,0.0466,0.8866,0.2437,0.0345
0.7179,0.3262,0.0461,0.8866,0.2437,0.0345
0.7389,0.3203,0.0453,0.8866,0.2437,0.0345
0.7137,0.3263,0.0461,0.8866,0.2437,0.0345
0.7356,0.3273,0.0463,0.8866,0.2437,0.0345
0.7057,0.3368,0.0476,0.8866,0.2437,0.0345
0.7113,0.3315,0.0469,0.8866,0.2437,0.0345
0.7206,0.3189,0.0451,0.8866,0.2437,0.0345
0.7501,0.3252,0.0460,0.8866,0.2437,0.0345
0.7059,0.3202,0.0453,0.8866,0.2437,0.0345
0.6878,0.3392,0.0480,0.8866,0.2437,0.0345
0.7580,0.3210,0.0454,0.8866,0.2437,0.0345
0.7047,0.3283,0.0464,0.8866,0.2437,0.0345
0.7432,0.3277,0.0463,0.8866,0.2437,0.0345
0.7138,0.3317,0.0469,0.8866,0.2437,0.0345
0.6799,0.3347,0.0473,0.8866,0.2437,0.0345
0.7368,0.3243,0.0459,0.8866,0.2437,0.0345
0.6819,0.3365,0.0476,0.8866,0.2437,0.0345
0.7103,0.3305,0.0467,0.8866,0.2437,0.0345
0.7174,0.3251,0.0460,0.8866,0.2437,0.0345
0.7711,0.3171,0.0448,0.8866,0.2437,0.0345
0.7595,0.3154,0.0446,0.8866,0.2437,0.0345
0.7670,0.3170,0.0448,0.8866,0.2437,0.0345
0.7731,0.3132,0.0443,0.8866,0.2437,0.0345
0.7229,0.3244,0.0459,0.8866,0.2437,0.0345
0.6727,0.3293,0.0466,0.8866,0.2437,0.0345
0.7245,0.3135,0.0443,0.8866,0.2437,0.0345
0.7182,0.3386,0.0479,0.8866,0.2437,0.0345
0.7616,0.3233,0.0457,0.8866,0.2437,0.0345
0.7375,0.3286,0.0465,0.8866,0.2437,0.0345
0.7630,0.3184,0.0450,0.8866,0.2437,0.0345
0.7377,0.3188,0.0451,0.8866,0.2437,0.0345
0.7257,0.3267,0.0462,0.8866,0.2437,0.0345
0.7500,0.3219,0.0455,0.8866,0.2437,0.0345
0.7396,0.3299,0.0467,0.8866,0.2437,0.0345
0.7878,0.3071,0.0434,0.8866,0.2437,0.0345
0.7023,0.3226,0.0456,0.8866,0.2437,0.0345
0.7530,0.3314,0.0469,0.8866,0.2437,0.0345
0.7186,0.3327,0.0471,0.8866,0.2437,0.0345
0.6685,0.3269,0.0462,0.8866,0.2437,0.0345
0.7719,0.3132,0.0443,0.8866,0.2437,0.0345
0.7398,0.3337,0.0472,0.8866,0.2437,0.0345
0.7123,0.3374,0.0477,0.8866,0.2437,0.0345
0.6914,0.3286,0.0465,0.8866,0.2437,0.0345
0.7142,0.3350,0.0474,0.8866,0.2437,0.0345
0.7250,0.3288,0.0465,0.8866,0.2437,0.0345
0.7687,0.3239,0.0458,0.8866,0.2437,0.0345
0.7184,0.3213,0.0454,0.8866,0.2437,0.0345
0.7534,0.3299,0.0467,0.8866,0.2437,0.0345
0.7466,0.3253,0.0460,0.8866,0.2437,0.0345
0.7210,0.3249,0.0459,0.8866,0.2437,0.0345
0.7037,0.3283,0.0464,0.8866,0.2437,0.0345
0.7891,0.3153,0.0446,0.8866,0.2437,0.0345
0.7826,0.3114,0.0440,0.8866,0.2437,0.0345
0.7081,0.3168,0.0448,0.8866,0.2437,0.0345
0.6949,0.3319,0.0469,0.8866,0.2437,0.0345
0.7549,0.3148,0.0445,0.8866,0.2437,0.0345
0.7053,0.3349,0.0474,0.8866,0.2437,0.0345
0.7534,0.3272,0.0463,0.8866,0.2437,0.0345
0.6985,0.3327,0.0470,0.8866,0.2437,0.0345
0.7527,0.3185,0.0450,0.8866,0.2437,0.0345
0.7445,0.3197,0.0452,0.8866,0.2437,0.0345
0.6788,0.3306,0.0468,0.8866,0.2437,0.0345
0.7306,0.3297,0.0466,0.8866,0.2437,0.0345
0.7360,0.3237,0.0458,0.8866,0.2437,0.0345
0.6723,0.3310,0.0468,0.8866,0.2437,0.0345
0.6845,0.3336,0.0472,0.8866,0.2437,0.0345
0.6862,0.3339,0.0472,0.8866,0.2437,0.0345
0.7169,0.3250,0.0460,0.8866,0.2437,0.0345
0.7427,0.3249,0.0460,0.8866,0.2437,0.0345
0.7260,0.3241,0.0458,0.8866,0.2437,0.0345
0.7293,0.3278,0.0464,0.8866,0.2437,0.0345
0.7066,0.3328,0.0471,0.8866,0.2437,0.0345
0.6862,0.3373,0.0477,0.8866,0.2437,0.0345
0.6884,0.3311,0.0468,0.8866,0.2437,0.0345
0.6808,0.3276,0.0463,0.8866,0.2437,0.0345
0.7465,0.3256,0.0460,0.8866,0.2437,0.0345
0.7266,0.3244,0.0459,0.8866,0.2437,0.0345
0.6981,0.3313,0.0469,0.8866,0.2437,0.0345
0.7426,0.3191,0.0451,0.8866,0.2437,0.0345
0.7445,0.3256,0.0460,0.8866,0.2437,0.0345
0.7777,0.3129,0.0443,0.8866,0.2437,0.0345
0.7217,0.3327,0.0471,0.8866,0.2437,0.0345
0.7292,0.3173,0.0449,0.8866,0.2437,0.0345
0.7269,0.3251,0.0460,0.8866,0.2437,0.0345
0.7201,0.3262,0.0461,0.8866,0.2437,0.0345
0.7399,0.3255,0.0460,0.8866,0.2437,0.0345
0.7182,0.3330,0.0471,0.8866,0.2437,0.0345
0.7489,0.3274,0.0463,0.8866,0.2437,0.0345
0.7470,0.3242,0.0458,0.8866,0.2437,0.0345
0.6824,0.3290,0.0465,0.8866,0.2437,0.0345
0.7353,0.3319,0.0469,0.8866,0.2437,0.0345
0.7270,0.3337,0.0472,0.8866,0.2437,0.0345
0.7617,0.3140,0.0444,0.8866,0.2437,0.0345
0.7304,0.3271,0.0463,0.8866,0.2437,0.0345
0.7517,0.3174,0.0449,0.8866,0.2437,0.0345
0.7421,0.3228,0.0457,0.8867,0.2437,0.0345
0.7075,0.3327,0.0471,0.8867,0.2437,0.0345
0.7051,0.3300,0.0467,0.8867,0.2437,0.0345
0.7519,0.3234,0.0457,0.8867,0.2437,0.0345
0.7130,0.3295,0.0466,0.8867,0.2437,0.0345
0.7496,0.3257,0.0461,0.8867,0.2437,0.0345
0.6861,0.3236,0.0458,0.8867,0.2437,0.0345
0.6800,0.3347,0.0473,0.8867,0.2437,0.0345
0.6978,0.3230,0.0457,0.8867,0.2437,0.0345
0.7091,0.3289,0.0465,0.9000,0.2309,0.0327
0.7149,0.3344,0.0473,0.9000,0.2309,0.0327
0.7871,0.3026,0.0428,0.9000,0.2309,0.0327
0.7523,0.3209,0.0454,0.9000,0.2309,0.0327
0.7096,0.3218,0.0455,0.9000,0.2309,0.0327
0.7312,0.3312,0.0468,0.9000,0.2309,0.0327
0.7631,0.3246,0.0459,0.9000,0.2309,0.0327
0.7469,0.3162,0.0447,0.9000,0.2309,0.0327
0.7579,0.3151,0.0446,0.9000,0.2309,0.0327
0.7268,0.3318,0.0469,0.9000,0.2309,0.0327
0.7441,0.3199,0.0452,0.9000,0.2309,0.0327
0.7411,0.3250,0.0460,0.9000,0.2309,0.0327
0.6867,0.3292,0.0466,0.9000,0.2309,0.0327
0.6758,0.3312,0.0468,0.9000,0.2309,0.0327
0.7629,0.3160,0.0447,0.9000,0.2309,0.0327
0.7297,0.3319,0.0469,0.9000,0.2309,0.0327
0.7563,0.3125,0.0442,0.9000,0.2309,0.0327
0.7512,0.3140,0.0444,0.9000,0.2309,0.0327
0.7480,0.3246,0.0459,0.9000,0.2309,0.0327
0.7744,0.3167,0.0448,0.9000,0.2309,0.0327
0.6833,0.3321,0.0470,0.9000,0.2309,0.0327
0.7177,0.3332,0.0471,0.9000,0.2309,0.0327
0.7657,0.3130,0.0443,0.9000,0.2309,0.0327
0.7158,0.3266,0.0462,0.9000,0.2309,0.0327
0.6804,0.3344,0.0473,0.9000,0.2309,0.0327
0.6653,0.3354,0.0474,0.9000,0.2309,0.0327
0.7546,0.3164,0.0448,0.9000,0.2309,0.0327
0.7065,0.3344,0.0473,0.9000,0.2309,0.0327
0.7424,0.3193,0.0452,0.9000,0.2309,0.0327
0.7168,0.3259,0.0461,0.9000,0.2309,0.0327
0.6992,0.3351,0.0474,0.9000,0.2309,0.0327
0.7259,0.3206,0.0453,0.9000,0.2309,0.0327
0.7631,0.3149,0.0445,0.9000,0.2309,0.0327
0.6950,0.3322,0.0470,0.9000,0.2309,0.0327
0.7712,0.3229,0.0457,0.9000,0.2309,0.0327
0.7523,0.3122,0.0442,0.9000,0.2309,0.0327
0.7578,0.3255,0.0460,0.9000,0.2309,0.0327
0.7063,0.3323,0.0470,0.9000,0.2309,0.0327
0.7731,0.3210,0.0454,0.9000,0.2309,0.0327
0.7009,0.3312,0.0468,0.9000,0.2309,0.0327
0.6820,0.3380,0.0478,0.9000,0.2309,0.0327
0.7764,0.3161,0.0447,0.9000,0.2309,0.0327
0.7387,0.3262,0.0461,0.9000,0.2309,0.0327
0.6857,0.3399,0.0481,0.9000,0.2309,0.0327
0.7366,0.3251,0.0460,0.9000,0.2309,0.0327
0.6685,0.3289,0.0465,0.9000,0.2309,0.0327
0.7276,0.3305,0.0467,0.9000,0.2309,0.0327
0.7894,0.3089,0.0437,0.9000,0.2309,0.0327
0.7352,0.3224,0.0456,0.9000,0.2309,0.0327
0.7067,0.3311,0.0468,0.9000,0.2309,0.0327
0.7036,0.3349,0.0474,0.9000,0.2309,0.0327
0.7896,0.3090,0.0437,0.9000,0.2309,0.0327
0.7645,0.3125,0.0442,0.9000,0.2309,0.0327
0.7094,0.3287,0.0465,0.9000,0.2309,0.0327
0.7688,0.3163,0.0447,0.9000,0.2309,0.0327
0.7539,0.3200,0.0453,0.9000,0.2309,0.0327
0.7294,0.3311,0.0468,0.9000,0.2309,0.0327
0.7259,0.3280,0.0464,0.9000,0.2309,0.0327
0.7361,0.3254,0.0460,0.9000,0.2309,0.0327
0.6678,0.3294,0.0466,0.9000,0.2309,0.0327
0.7930,0.3137,0.0444,0.9000,0.2309,0.0327
0.7212,0.3260,0.0461,0.9000,0.2309,0.0327
0.7448,0.3265,0.0462,0.9000,0.2309,0.0327
0.6652,0.3382,0.0478,0.9000,0.2309,0.0327
0.7231,0.3256,0.0460,0.9000,0.2309,0.0327
0.7583,0.3227,0.0456,0.9000,0.2309,0.0327
0.6973,0.3282,0.0464,0.9000,0.2309,0.0327
0.7205,0.3339,0.0472,0.9000,0.2309,0.0327
0.7026,0.3271,0.0463,0.9000,0.2309,0.0327
0.7407,0.3132,0.0443,0.9000,0.2309,0.0327
0.7524,0.3186,0.0451,0.9000,0.2309,0.0327
0.7388,0.3197,0.0452,0.9000,0.2309,0.0327
0.7223,0.3316,0.0469,0.9000,0.2309,0.0327
0.7325,0.3281,0.0464,0.9000,0.2309,0.0327
0.7515,0.3248,0.0459,0.9000,0.2309,0.0327
0.7652,0.3099,0.0438,0.9000,0.2309,0.0327
0.7448,0.3211,0.0454,0.9000,0.2309,0.0327
0.7398,0.3226,0.0456,0.9000,0.2309,0.0327
0.7063,0.3304,0.0467,0.9000,0.2309,0.0327
0.7004,0.3321,0.0470,0.9000,0.2309,0.0327
0.7217,0.3271,0.0463,0.9000,0.2309,0.0327
0.7391,0.3259,0.0461,0.9000,0.2309,0.0327
0.7365,0.3268,0.0462,0.9000,0.2309,0.0327
0.7358,0.3276,0.0463,0.9000,0.2309,0.0327
0.7536,0.3224,0.0456,0.9000,0.2309,0.0327
0.6906,0.3293,0.0466,0.9000,0.2309,0.0327
0.7356,0.3195,0.0452,0.9000,0.2309,0.0327
0.7153,0.3271,0.0463,0.9000,0.2309,0.0327
0.7337,0.3192,0.0451,0.9000,0.2309,0.0327
0.6824,0.3226,0.0456,0.9000,0.2309,0.0327
0.6898,0.3392,0.0480,0.9000,0.2309,0.0327
0.7333,0.3221,0.0455,0.9000,0.2309,0.0327
0.7414,0.3276,0.0463,0.9000,0.2309,0.0327
0.7093,0.3312,0.0468,0.9000,0.2309,0.0327
