# Mean fitness, Standard deviation of fitness, Standard error of the mean fitness, Mean best fitness, Standard deviation of best fitness, Standard error of the mean best fitness
0.1684,0.2359,0.0334,0.3608,0.2594,0.0367
0.1494,0.2068,0.0292,0.3608,0.2594,0.0367
0.1667,0.2352,0.0333,0.3608,0.2594,0.0367
0.1568,0.2053,0.0290,0.3708,0.2738,0.0387
0.1688,0.2319,0.0328,0.3724,0.2730,0.0386
0.1287,0.2036,0.0288,0.3724,0.2730,0.0386
0.1226,0.2040,0.0288,0.3724,0.2730,0.0386
0.1719,0.2078,0.0294,0.3724,0.2730,0.0386
0.1157,0.1159,0.0164,0.3724,0.2730,0.0386
0.1263,0.1180,0.0167,0.3724,0.2730,0.0386
0.1695,0.2190,0.0310,0.3724,0.2730,0.0386
0.1765,0.2238,0.0317,0.3770,0.2723,0.0385
0.1366,0.1627,0.0230,0.3770,0.2723,0.0385
0.1681,0.1987,0.0281,0.3774,0.2721,0.0385
0.1687,0.2027,0.0287,0.3774,0.2721,0.0385
0.1292,0.1576,0.0223,0.3774,0.2721,0.0385
0.1477,0.1699,0.0240,0.3782,0.2715,0.0384
0.1871,0.2531,0.0358,0.3782,0.2715,0.0384
0.1456,0.2064,0.0292,0.3782,0.2715,0.0384
0.1558,0.2227,0.0315,0.3782,0.2715,0.0384
0.1321,0.1645,0.0233,0.3782,0.2715,0.0384
0.1456,0.2163,0.0306,0.3782,0.2715,0.0384
0.1744,0.2385,0.0337,0.3792,0.2712,0.0384
0.1508,0.1620,0.0229,0.3792,0.2712,0.0384
0.1379,0.2018,0.0285,0.3792,0.2712,0.0384
0.1564,0.1675,0.0237,0.3792,0.2712,0.0384
0.1774,0.2315,0.0327,0.3792,0.2712,0.0384
0.1288,0.1630,0.0230,0.3792,0.2712,0.0384
0.1342,0.1757,0.0248,0.3792,0.2712,0.0384
0.1227,0.1038,0.0147,0.3792,0.2712,0.0384
0.1699,0.2184,0.0309,0.3792,0.2712,0.0384
0.1392,0.2076,0.0294,0.3792,0.2712,0.0384
0.1607,0.2147,0.0304,0.3792,0.2712,0.0384
0.1924,0.2907,0.0411,0.3951,0.2857,0.0404
0.1558,0.2045,0.0289,0.3951,0.2857,0.0404
0.1318,0.1677,0.0237,0.3951,0.2857,0.0404
0.1695,0.2349,0.0332,0.3951,0.2857,0.0404
0.1283,0.1687,0.0239,0.3953,0.2855,0.0404
0.1783,0.2431,0.0344,0.3956,0.2852,0.0403
0.1484,0.1649,0.0233,0.3991,0.2826,0.0400
0.1787,0.2396,0.0339,0.4012,0.2823,0.0399
0.1637,0.2198,0.0311,0.4012,0.2823,0.0399
0.1419,0.2198,0.0311,0.4012,0.2823,0.0399
0.1589,0.2234,0.0316,0.4018,0.2817,0.0398
0.1642,0.1954,0.0276,0.4110,0.2850,0.0403
0.1443,0.2023,0.0286,0.4110,0.2850,0.0403
0.1457,0.2079,0.0294,0.4110,0.2850,0.0403
0.1439,0.1693,0.0239,0.4110,0.2850,0.0403
0.1312,0.2064,0.0292,0.4110,0.2850,0.0403
0.1665,0.2281,0.0323,0.4242,0.2907,0.0411
0.1398,0.1723,0.0244,0.4242,0.2907,0.0411
0.1641,0.2314,0.0327,0.4242,0.2907,0.0411
0.1471,0.1714,0.0242,0.4242,0.2907,0.0411
0.1550,0.2124,0.0300,0.4242,0.2907,0.0411
0.1926,0.2346,0.0332,0.4242,0.2907,0.0411
0.1418,0.2301,0.0325,0.4242,0.2907,0.0411
0.1588,0.2313,0.0327,0.4247,0.2904,0.0411
0.1503,0.1744,0.0247,0.4247,0.2904,0.0411
0.1518,0.2037,0.0288,0.4247,0.2904,0.0411
0.1234,0.1541,0.0218,0.4247,0.2904,0.0411
0.1309,0.1647,0.0233,0.4247,0.2904,0.0411
0.1692,0.2058,0.0291,0.4257,0.2903,0.0411
0.1610,0.2382,0.0337,0.4257,0.2903,0.0411
0.1258,0.1637,0.0232,0.4257,0.2903,0.0411
0.1146,0.1685,0.0238,0.4257,0.2903,0.0411
0.1681,0.2384,0.0337,0.4361,0.3005,0.0425
0.1558,0.2357,0.0333,0.4361,0.3005,0.0425
0.1646,0.2475,0.0350,0.4361,0.3005,0.0425
0.1400,0.1744,0.0247,0.4361,0.3005,0.0425
0.1590,0.2073,0.0293,0.4361,0.3005,0.0425
0.1248,0.1608,0.0227,0.4361,0.3005,0.0425
0.1731,0.2323,0.0329,0.4366,0.3002,0.0425
0.1558,0.2135,0.0302,0.4378,0.2996,0.0424
0.1371,0.1731,0.0245,0.4378,0.2996,0.0424
0.1463,0.2025,0.0286,0.4378,0.2996,0.0424
0.1417,0.1684,0.0238,0.4378,0.2996,0.0424
0.1680,0.2371,0.0335,0.4378,0.2996,0.0424
0.1528,0.2030,0.0287,0.4378,0.2996,0.0424
0.1613,0.2367,0.0335,0.4401,0.2986,0.0422
0.1906,0.2616,0.0370,0.4401,0.2986,0.0422
0.1641,0.2055,0.0291,0.4425,0.2991,0.0423
0.1634,0.2249,0.0318,0.4464,0.2979,0.0421
0.1226,0.1765,0.0250,0.4464,0.2979,0.0421
0.1296,0.1676,0.0237,0.4464,0.2979,0.0421
0.1903,0.2424,0.0343,0.4466,0.2977,0.0421
0.1142,0.1027,0.0145,0.4466,0.2977,0.0421
0.1365,0.1864,0.0264,0.4466,0.2977,0.0421
0.1506,0.1704,0.0241,0.4466,0.2977,0.0421
0.1670,0.2141,0.0303,0.4466,0.2977,0.0421
0.1561,0.2408,0.0341,0.4466,0.2977,0.0421
0.1625,0.2377,0.0336,0.4466,0.2977,0.0421
0.1478,0.2120,0.0300,0.4466,0.2977,0.0421
0.1594,0.2059,0.0291,0.4466,0.2977,0.0421
0.1315,0.1629,0.0230,0.4466,0.2977,0.0421
0.1597,0.1794,0.0254,0.4466,0.2977,0.0421
0.1411,0.1984,0.0281,0.4466,0.2977,0.0421
0.1601,0.2033,0.0287,0.4466,0.2977,0.0421
0.1848,0.2305,0.0326,0.4466,0.2977,0.0421
0.1895,0.2671,0.0378,0.4572,0.3085,0.0436
0.1486,0.1678,0.0237,0.4572,0.3085,0.0436
0.1925,0.2516,0.0356,0.4670,0.3173,0.0449
0.1389,0.2095,0.0296,0.4670,0.3173,0.0449
0.1536,0.2024,0.0286,0.4670,0.3173,0.0449
0.1334,0.1712,0.0242,0.4670,0.3173,0.0449
0.1913,0.2313,0.0327,0.4670,0.3173,0.0449
0.1535,0.2186,0.0309,0.4670,0.3173,0.0449
0.1353,0.1641,0.0232,0.4670,0.3173,0.0449
0.1509,0.1838,0.0260,0.4670,0.3173,0.0449
0.1974,0.2353,0.0333,0.4670,0.3173,0.0449
0.1522,0.2005,0.0284,0.4670,0.3173,0.0449
0.1821,0.2333,0.0330,0.4670,0.3173,0.0449
0.1462,0.2025,0.0286,0.4670,0.3173,0.0449
0.1460,0.1713,0.0242,0.4670,0.3173,0.0449
0.1559,0.2054,0.0291,0.4670,0.3173,0.0449
0.1251,0.2073,0.0293,0.4670,0.3173,0.0449
0.1646,0.2398,0.0339,0.4670,0.3173,0.0449
0.1582,0.2148,0.0304,0.4670,0.3173,0.0449
0.1526,0.2375,0.0336,0.4670,0.3173,0.0449
0.1500,0.1689,0.0239,0.4670,0.3173,0.0449
0.1500,0.2008,0.0284,0.4670,0.3173,0.0449
0.1550,0.2177,0.0308,0.4670,0.3173,0.0449
0.1279,0.1655,0.0234,0.4670,0.3173,0.0449
0.1523,0.1731,0.0245,0.4670,0.3173,0.0449
0.1131,0.1588,0.0225,0.4670,0.3173,0.0449
0.1873,0.2730,0.0386,0.4670,0.3173,0.0449
0.1467,0.2134,0.0302,0.4670,0.3173,0.0449
0.1571,0.1962,0.0278,0.4670,0.3173,0.0449
0.1737,0.2279,0.0322,0.4670,0.3173,0.0449
0.1627,0.1932,0.0273,0.4670,0.3173,0.0449
0.1583,0.2149,0.0304,0.4670,0.3173,0.0449
0.1626,0.2072,0.0293,0.4670,0.3173,0.0449
0.1681,0.2206,0.0312,0.4670,0.3173,0.0449
0.1063,0.1208,0.0171,0.4670,0.3173,0.0449
0.1641,0.2196,0.0311,0.4670,0.3173,0.0449
0.1346,0.1709,0.0242,0.4670,0.3173,0.0449
0.1493,0.2386,0.0337,0.4670,0.3173,0.0449
0.1666,0.2355,0.0333,0.4670,0.3173,0.0449
0.1625,0.2478,0.0350,0.4670,0.3173,0.0449
0.1424,0.1741,0.0246,0.4670,0.3173,0.0449
0.1427,0.2091,0.0296,0.4670,0.3173,0.0449
0.1269,0.1815,0.0257,0.4670,0.3173,0.0449
0.1667,0.1956,0.0277,0.4670,0.3173,0.0449
0.1851,0.2424,0.0343,0.4670,0.3173,0.0449
0.1219,0.2012,0.0285,0.4670,0.3173,0.0449
0.1419,0.2096,0.0296,0.4670,0.3173,0.0449
0.1417,0.2059,0.0291,0.4670,0.3173,0.0449
0.1369,0.1664,0.0235,0.4670,0.3173,0.0449
0.1766,0.2461,0.0348,0.4670,0.3173,0.0449
0.1673,0.2206,0.0312,0.4670,0.3173,0.0449
0.1608,0.2378,0.0336,0.4670,0.3173,0.0449
0.1681,0.1725,0.0244,0.4670,0.3173,0.0449
0.1072,0.1196,0.0169,0.4670,0.3173,0.0449
0.1467,0.1712,0.0242,0.4670,0.3173,0.0449
0.1485,0.2129,0.0301,0.4670,0.3173,0.0449
0.1539,0.1843,0.0261,0.4670,0.3173,0.0449
0.1636,0.2419,0.0342,0.4698,0.3177,0.0449
0.1350,0.2035,0.0288,0.4698,0.3177,0.0449
0.1558,0.2184,0.0309,0.4698,0.3177,0.0449
0.1719,0.2085,0.0295,0.4710,0.3197,0.0452
0.1640,0.2404,0.0340,0.4710,0.3197,0.0452
0.1672,0.2448,0.0346,0.4710,0.3197,0.0452
0.1671,0.2362,0.0334,0.4710,0.3197,0.0452
0.1124,0.1010,0.0143,0.4710,0.3197,0.0452
0.2090,0.2646,0.0374,0.4710,0.3197,0.0452
0.1818,0.2248,0.0318,0.4756,0.3208,0.0454
0.1348,0.1584,0.0224,0.4756,0.3208,0.0454
0.1650,0.1856,0.0262,0.4756,0.3208,0.0454
0.1194,0.1153,0.0163,0.4756,0.3208,0.0454
0.1556,0.2054,0.0290,0.4756,0.3208,0.0454
0.1585,0.2179,0.0308,0.4756,0.3208,0.0454
0.1643,0.2023,0.0286,0.4756,0.3208,0.0454
0.1393,0.1742,0.0246,0.4756,0.3208,0.0454
0.1368,0.1857,0.0263,0.4756,0.3208,0.0454
0.1548,0.2222,0.0314,0.4756,0.3208,0.0454
0.1767,0.2350,0.0332,0.4756,0.3208,0.0454
0.1396,0.1340,0.0190,0.4756,0.3208,0.0454
0.1635,0.2196,0.0311,0.4756,0.3208,0.0454
0.1534,0.1858,0.0263,0.4756,0.3208,0.0454
0.1508,0.1672,0.0236,0.4756,0.3208,0.0454
0.1553,0.2122,0.0300,0.4756,0.3208,0.0454
0.1644,0.2094,0.0296,0.4756,0.3208,0.0454
0.1384,0.1689,0.0239,0.4756,0.3208,0.0454
0.1730,0.2138,0.0302,0.4756,0.3208,0.0454
0.1499,0.1983,0.0280,0.4756,0.3208,0.0454
0.1766,0.2281,0.0323,0.4756,0.3208,0.0454
0.1781,0.2455,0.0347,0.4756,0.3208,0.0454
0.1416,0.1315,0.0186,0.4756,0.3208,0.0454
0.1529,0.1645,0.0233,0.4756,0.3208,0.0454
0.1313,0.1644,0.0233,0.4756,0.3208,0.0454
0.1527,0.2016,0.0285,0.4756,0.3208,0.0454
0.1707,0.2177,0.0308,0.4757,0.3209,0.0454
0.1851,0.1955,0.0276,0.4757,0.3209,0.0454
0.1764,0.2035,0.0288,0.4757,0.3209,0.0454
0.1692,0.2383,0.0337,0.4757,0.3209,0.0454
0.1416,0.2036,0.0288,0.4757,0.3209,0.0454
0.1449,0.1667,0.0236,0.4757,0.3209,0.0454
0.1561,0.2389,0.0338,0.4757,0.3209,0.0454
0.1268,0.1403,0.0198,0.4757,0.3209,0.0454
0.1672,0.2517,0.0356,0.4757,0.3209,0.0454
0.1315,0.2032,0.0287,0.4767,0.3213,0.0454
0.1524,0.1797,0.0254,0.4767,0.3213,0.0454
0.1227,0.1686,0.0238,0.4767,0.3213,0.0454
0.1377,0.1669,0.0236,0.4790,0.3192,0.0451
0.1391,0.1720,0.0243,0.4792,0.3190,0.0451
0.1097,0.1636,0.0231,0.4792,0.3190,0.0451
0.1560,0.2068,0.0292,0.4792,0.3190,0.0451
0.1423,0.1952,0.0276,0.4792,0.3190,0.0451
0.1312,0.1614,0.0228,0.4797,0.3186,0.0451
0.1933,0.2147,0.0304,0.4797,0.3186,0.0451
0.1415,0.2113,0.0299,0.4797,0.3186,0.0451
0.1733,0.2133,0.0302,0.4797,0.3186,0.0451
0.1337,0.1908,0.0270,0.4797,0.3186,0.0451
0.1347,0.1351,0.0191,0.4797,0.3186,0.0451
0.1621,0.1995,0.0282,0.4797,0.3186,0.0451
0.1515,0.1417,0.0200,0.4797,0.3186,0.0451
0.1356,0.1692,0.0239,0.4797,0.3186,0.0451
0.1420,0.1835,0.0259,0.4797,0.3186,0.0451
0.1465,0.2086,0.0295,0.4797,0.3186,0.0451
0.1294,0.1234,0.0175,0.4797,0.3186,0.0451
0.1268,0.1303,0.0184,0.4797,0.3186,0.0451
0.1517,0.2053,0.0290,0.4797,0.3186,0.0451
0.1540,0.2156,0.0305,0.4797,0.3186,0.0451
0.1291,0.1652,0.0234,0.4797,0.3186,0.0451
0.1438,0.2059,0.0291,0.4797,0.3186,0.0451
0.1526,0.2098,0.0297,0.4797,0.3186,0.0451
0.1444,0.1637,0.0231,0.4797,0.3186,0.0451
0.1197,0.2048,0.0290,0.4797,0.3186,0.0451
0.1689,0.2583,0.0365,0.4797,0.3186,0.0451
0.1436,0.1992,0.0282,0.4797,0.3186,0.0451
0.1560,0.2090,0.0296,0.4797,0.3186,0.0451
0.1494,0.2001,0.0283,0.4797,0.3186,0.0451
0.1308,0.2027,0.0287,0.4797,0.3186,0.0451
0.1293,0.1711,0.0242,0.4797,0.3186,0.0451
0.1365,0.2011,0.0284,0.4797,0.3186,0.0451
0.1341,0.1603,0.0227,0.4797,0.3186,0.0451
0.1708,0.2183,0.0309,0.4884,0.3217,0.0455
0.1239,0.1691,0.0239,0.4884,0.3217,0.0455
0.1457,0.1965,0.0278,0.4884,0.3217,0.0455
0.1416,0.2095,0.0296,0.4884,0.3217,0.0455
0.1605,0.2027,0.0287,0.4884,0.3217,0.0455
0.1615,0.2305,0.0326,0.4884,0.3217,0.0455
0.1621,0.2093,0.0296,0.4884,0.3217,0.0455
0.1596,0.2109,0.0298,0.4884,0.3217,0.0455
0.1194,0.1225,0.0173,0.4884,0.3217,0.0455
0.1583,0.2162,0.0306,0.4884,0.3217,0.0455
0.1545,0.2199,0.0311,0.4884,0.3217,0.0455
0.1866,0.2464,0.0348,0.4884,0.3217,0.0455
0.1448,0.1441,0.0204,0.4884,0.3217,0.0455
0.1522,0.2336,0.0330,0.4884,0.3217,0.0455
0.1465,0.2057,0.0291,0.4884,0.3217,0.0455
0.1340,0.2222,0.0314,0.4884,0.3217,0.0455
0.1297,0.1662,0.0235,0.4884,0.3217,0.0455
0.1678,0.2193,0.0310,0.4884,0.3217,0.0455
0.1699,0.2344,0.0331,0.4884,0.3217,0.0455
0.1669,0.2212,0.0313,0.4884,0.3217,0.0455
0.1754,0.2696,0.0381,0.4884,0.3217,0.0455
0.1357,0.1703,0.0241,0.4884,0.3217,0.0455
0.1293,0.1801,0.0255,0.4884,0.3217,0.0455
0.1283,0.2075,0.0293,0.4884,0.3217,0.0455
0.1323,0.1683,0.0238,0.4884,0.3217,0.0455
0.1102,0.1812,0.0256,0.4884,0.3217,0.0455
0.1491,0.1870,0.0264,0.4884,0.3217,0.0455
0.1654,0.2338,0.0331,0.4884,0.3217,0.0455
0.1592,0.1891,0.0267,0.4884,0.3217,0.0455
0.1510,0.1664,0.0235,0.4884,0.3217,0.0455
0.1451,0.2060,0.0291,0.4884,0.3217,0.0455
0.1439,0.1638,0.0232,0.4884,0.3217,0.0455
0.1528,0.2110,0.0298,0.4884,0.3217,0.0455
0.1797,0.2322,0.0328,0.4910,0.3241,0.0458
0.1362,0.1622,0.0229,0.4910,0.3241,0.0458
0.1215,0.1840,0.0260,0.4910,0.3241,0.0458
0.1329,0.1857,0.0263,0.4910,0.3241,0.0458
0.1164,0.1163,0.0164,0.4910,0.3241,0.0458
0.1660,0.2224,0.0315,0.4910,0.3241,0.0458
0.1471,0.2110,0.0298,0.4910,0.3241,0.0458
0.1471,0.2171,0.0307,0.4910,0.3241,0.0458
0.1512,0.2354,0.0333,0.4910,0.3241,0.0458
0.1681,0.2125,0.0300,0.4910,0.3241,0.0458
0.1465,0.2451,0.0347,0.4910,0.3241,0.0458
0.1775,0.2565,0.0363,0.5030,0.3261,0.0461
0.1884,0.2503,0.0354,0.5030,0.3261,0.0461
0.1726,0.2175,0.0308,0.5038,0.3255,0.0460
0.1352,0.2075,0.0293,0.5038,0.3255,0.0460
0.1509,0.2370,0.0335,0.5038,0.3255,0.0460
0.1492,0.2053,0.0290,0.5038,0.3255,0.0460
0.1658,0.2336,0.0330,0.5038,0.3255,0.0460
0.1382,0.1604,0.0227,0.5038,0.3255,0.0460
0.1265,0.1997,0.0282,0.5038,0.3255,0.0460
0.1727,0.2468,0.0349,0.5038,0.3255,0.0460
0.1604,0.2014,0.0285,0.5038,0.3255,0.0460
0.1556,0.1797,0.0254,0.5038,0.3255,0.0460
0.1554,0.1845,0.0261,0.5038,0.3255,0.0460
0.1382,0.2051,0.0290,0.5038,0.3255,0.0460
0.1834,0.2523,0.0357,0.5038,0.3255,0.0460
0.1499,0.1993,0.0282,0.5038,0.3255,0.0460
0.1424,0.1802,0.0255,0.5038,0.3255,0.0460
0.1640,0.1869,0.0264,0.5038,0.3255,0.0460
0.1754,0.2324,0.0329,0.5038,0.3255,0.0460
0.1522,0.2168,0.0307,0.5038,0.3255,0.0460
0.1394,0.1655,0.0234,0.5038,0.3255,0.0460
0.1534,0.1883,0.0266,0.5038,0.3255,0.0460
0.1706,0.1965,0.0278,0.5038,0.3255,0.0460
0.1740,0.2286,0.0323,0.5038,0.3255,0.0460
0.1278,0.2023,0.0286,0.5038,0.3255,0.0460
0.1700,0.2427,0.0343,0.5038,0.3255,0.0460
0.1537,0.2182,0.0309,0.5038,0.3255,0.0460
0.1840,0.2591,0.0366,0.5038,0.3255,0.0460
0.1429,0.2291,0.0324,0.5038,0.3255,0.0460
0.1174,0.1625,0.0230,0.5038,0.3255,0.0460
0.1298,0.2033,0.0288,0.5038,0.3255,0.0460
0.1717,0.2360,0.0334,0.5038,0.3255,0.0460
0.1462,0.2088,0.0295,0.5038,0.3255,0.0460
0.1745,0.2225,0.0315,0.5038,0.3255,0.0460
0.1149,0.1108,0.0157,0.5038,0.3255,0.0460
0.1610,0.1691,0.0239,0.5038,0.3255,0.0460
0.1377,0.1707,0.0241,0.5038,0.3255,0.0460
0.1544,0.1684,0.0238,0.5038,0.3255,0.0460
0.1742,0.2354,0.0333,0.5038,0.3255,0.0460
0.1290,0.1655,0.0234,0.5038,0.3255,0.0460
0.1720,0.2469,0.0349,0.5038,0.3255,0.0460
0.1663,0.2150,0.0304,0.5038,0.3255,0.0460
0.1575,0.1690,0.0239,0.5038,0.3255,0.0460
0.1620,0.2550,0.0361,0.5038,0.3255,0.0460
0.1748,0.2612,0.0369,0.5038,0.3255,0.0460
0.1589,0.2081,0.0294,0.5038,0.3255,0.0460
0.1174,0.1698,0.0240,0.5038,0.3255,0.0460
0.1397,0.1674,0.0237,0.5038,0.3255,0.0460
0.1307,0.1625,0.0230,0.5038,0.3255,0.0460
0.1341,0.1186,0.0168,0.5038,0.3255,0.0460
0.1361,0.1760,0.0249,0.5038,0.3255,0.0460
0.1290,0.1735,0.0245,0.5038,0.3255,0.0460
0.1463,0.1479,0.0209,0.5038,0.3255,0.0460
0.1536,0.1677,0.0237,0.5038,0.3255,0.0460
0.1680,0.2197,0.0311,0.5038,0.3255,0.0460
0.1398,0.1791,0.0253,0.5038,0.3255,0.0460
0.1851,0.2454,0.0347,0.5038,0.3255,0.0460
0.1269,0.1676,0.0237,0.5038,0.3255,0.0460
0.1614,0.2041,0.0289,0.5038,0.3255,0.0460
0.1654,0.2536,0.0359,0.5038,0.3255,0.0460
0.1848,0.2301,0.0325,0.5038,0.3255,0.0460
0.1342,0.1770,0.0250,0.5038,0.3255,0.0460
0.1548,0.2356,0.0333,0.5038,0.3255,0.0460
0.1198,0.1624,0.0230,0.5038,0.3255,0.0460
0.1576,0.1986,0.0281,0.5038,0.3255,0.0460
0.1520,0.2380,0.0337,0.5038,0.3255,0.0460
0.1521,0.1737,0.0246,0.5038,0.3255,0.0460
0.1310,0.1270,0.0180,0.5038,0.3255,0.0460
0.1746,0.2323,0.0329,0.5038,0.3255,0.0460
0.1280,0.1723,0.0244,0.5038,0.3255,0.0460
0.1825,0.2496,0.0353,0.5038,0.3255,0.0460
0.1585,0.1704,0.0241,0.5075,0.3284,0.0464
0.1622,0.1852,0.0262,0.5075,0.3284,0.0464
0.1339,0.1675,0.0237,0.5075,0.3284,0.0464
0.1778,0.2325,0.0329,0.5075,0.3284,0.0464
0.1354,0.1649,0.0233,0.5075,0.3284,0.0464
0.1574,0.1753,0.0248,0.5075,0.3284,0.0464
0.1582,0.1574,0.0223,0.5075,0.3284,0.0464
0.1396,0.1450,0.0205,0.5075,0.3284,0.0464
0.1334,0.1676,0.0237,0.5075,0.3284,0.0464
0.1351,0.1644,0.0232,0.5075,0.3284,0.0464
0.1575,0.2166,0.0306,0.5110,0.3265,0.0462
0.1569,0.2151,0.0304,0.5110,0.3265,0.0462
0.1407,0.2053,0.0290,0.5110,0.3265,0.0462
0.1468,0.1916,0.0271,0.5110,0.3265,0.0462
0.1408,0.1867,0.0264,0.5110,0.3265,0.0462
0.1529,0.2077,0.0294,0.5110,0.3265,0.0462
0.1586,0.2186,0.0309,0.5110,0.3265,0.0462
0.1303,0.1656,0.0234,0.5110,0.3265,0.0462
0.1415,0.2104,0.0298,0.5110,0.3265,0.0462
0.1541,0.2300,0.0325,0.5110,0.3265,0.0462
0.1502,0.2129,0.0301,0.5110,0.3265,0.0462
0.1719,0.2351,0.0333,0.5110,0.3265,0.0462
0.1428,0.2156,0.0305,0.5110,0.3265,0.0462
0.1482,0.1992,0.0282,0.5110,0.3265,0.0462
0.1517,0.2383,0.0337,0.5110,0.3265,0.0462
0.1616,0.2124,0.0300,0.5114,0.3269,0.0462
0.1441,0.1945,0.0275,0.5114,0.3269,0.0462
0.1653,0.2092,0.0296,0.5114,0.3269,0.0462
0.1688,0.1976,0.0279,0.5114,0.3269,0.0462
0.1237,0.1685,0.0238,0.5114,0.3269,0.0462
0.1556,0.2090,0.0296,0.5114,0.3269,0.0462
0.1760,0.2254,0.0319,0.5114,0.3269,0.0462
0.1387,0.2200,0.0311,0.5114,0.3269,0.0462
0.1296,0.2212,0.0313,0.5114,0.3269,0.0462
0.1539,0.2371,0.0335,0.5114,0.3269,0.0462
0.1507,0.2009,0.0284,0.5114,0.3269,0.0462
0.1467,0.2115,0.0299,0.5114,0.3269,0.0462
0.1427,0.1756,0.0248,0.5114,0.3269,0.0462
0.1632,0.2335,0.0330,0.5114,0.3269,0.0462
0.1486,0.2039,0.0288,0.5114,0.3269,0.0462
0.1598,0.2076,0.0294,0.5114,0.3269,0.0462
0.1664,0.2124,0.0300,0.5130,0.3274,0.0463
0.1403,0.1911,0.0270,0.5130,0.3274,0.0463
0.1727,0.2403,0.0340,0.5130,0.3274,0.0463
0.1597,0.2086,0.0295,0.5130,0.3274,0.0463
0.1777,0.2345,0.0332,0.5130,0.3274,0.0463
0.1661,0.2030,0.0287,0.5130,0.3274,0.0463
0.1620,0.2401,0.0340,0.5130,0.3274,0.0463
0.1327,0.1662,0.0235,0.5130,0.3274,0.0463
0.1497,0.2023,0.0286,0.5130,0.3274,0.0463
0.1449,0.1634,0.0231,0.5130,0.3274,0.0463
0.1554,0.1637,0.0231,0.5130,0.3274,0.0463
0.1295,0.2017,0.0285,0.5130,0.3274,0.0463
0.1495,0.2366,0.0335,0.5130,0.3274,0.0463
0.1629,0.2340,0.0331,0.5130,0.3274,0.0463
0.1724,0.1984,0.0281,0.5130,0.3274,0.0463
0.1280,0.1099,0.0155,0.5130,0.3274,0.0463
0.1294,0.1701,0.0241,0.5130,0.3274,0.0463
0.1506,0.2083,0.0295,0.5130,0.3274,0.0463
0.1809,0.2304,0.0326,0.5130,0.3274,0.0463
0.1473,0.1779,0.0252,0.5130,0.3274,0.0463
