# Mean fitness, Standard deviation of fitness, Standard error of the mean fitness, Mean best fitness, Standard deviation of best fitness, Standard error of the mean best fitness
0.4859,0.3962,0.0560,0.6984,0.3673,0.0519
0.5005,0.3956,0.0560,0.6985,0.3673,0.0519
0.4804,0.3945,0.0558,0.6985,0.3673,0.0519
0.4902,0.3918,0.0554,0.6985,0.3673,0.0519
0.4464,0.3855,0.0545,0.6985,0.3673,0.0519
0.4882,0.3939,0.0557,0.6991,0.3665,0.0518
0.4957,0.4005,0.0566,0.6991,0.3665,0.0518
0.5034,0.4018,0.0568,0.7107,0.3606,0.0510
0.4855,0.3892,0.0550,0.7107,0.3606,0.0510
0.4476,0.3859,0.0546,0.7107,0.3606,0.0510
0.4680,0.3768,0.0533,0.7107,0.3606,0.0510
0.5125,0.3931,0.0556,0.7107,0.3606,0.0510
0.4964,0.3978,0.0563,0.7107,0.3606,0.0510
0.4693,0.3994,0.0565,0.7107,0.3606,0.0510
0.5155,0.3930,0.0556,0.7107,0.3606,0.0510
0.5041,0.3972,0.0562,0.7107,0.3606,0.0510
0.4599,0.3916,0.0554,0.7107,0.3606,0.0510
0.5101,0.3927,0.0555,0.7107,0.3606,0.0510
0.4686,0.3997,0.0565,0.7107,0.3606,0.0510
0.4646,0.3795,0.0537,0.7107,0.3606,0.0510
0.4483,0.3825,0.0541,0.7121,0.3587,0.0507
0.4433,0.3856,0.0545,0.7124,0.3590,0.0508
0.5210,0.4080,0.0577,0.7124,0.3590,0.0508
0.4978,0.3952,0.0559,0.7124,0.3590,0.0508
0.5303,0.4109,0.0581,0.7124,0.3590,0.0508
0.5219,0.4059,0.0574,0.7124,0.3590,0.0508
0.4667,0.3911,0.0553,0.7124,0.3590,0.0508
0.4701,0.3847,0.0544,0.7124,0.3590,0.0508
0.4929,0.4009,0.0567,0.7124,0.3590,0.0508
0.4440,0.3831,0.0542,0.7124,0.3590,0.0508
0.4456,0.3721,0.0526,0.7124,0.3590,0.0508
0.4504,0.3819,0.0540,0.7124,0.3590,0.0508
0.5240,0.4033,0.0570,0.7124,0.3590,0.0508
0.5432,0.4040,0.0571,0.7124,0.3590,0.0508
0.4850,0.3939,0.0557,0.7124,0.3590,0.0508
0.4516,0.3789,0.0536,0.7124,0.3590,0.0508
0.4431,0.3835,0.0542,0.7125,0.3591,0.0508
0.4577,0.3828,0.0541,0.7155,0.3558,0.0503
0.4747,0.3871,0.0547,0.7155,0.3558,0.0503
0.4710,0.3858,0.0546,0.7156,0.3559,0.0503
0.4739,0.3985,0.0564,0.7156,0.3559,0.0503
0.4994,0.3913,0.0553,0.7156,0.3559,0.0503
0.4642,0.3865,0.0547,0.7156,0.3559,0.0503
0.5023,0.4061,0.0574,0.7156,0.3559,0.0503
0.5222,0.3990,0.0564,0.7156,0.3559,0.0503
0.4426,0.3754,0.0531,0.7156,0.3559,0.0503
0.5283,0.4028,0.0570,0.7159,0.3560,0.0504
0.4744,0.3953,0.0559,0.7159,0.3560,0.0504
0.5117,0.4006,0.0566,0.7159,0.3560,0.0504
0.5098,0.4077,0.0577,0.7259,0.3569,0.0505
0.4951,0.3992,0.0565,0.7259,0.3569,0.0505
0.5396,0.4093,0.0579,0.7259,0.3569,0.0505
0.4831,0.3934,0.0556,0.7263,0.3572,0.0505
0.5614,0.4010,0.0567,0.7391,0.3495,0.0494
0.4448,0.3743,0.0529,0.7391,0.3495,0.0494
0.5063,0.3981,0.0563,0.7391,0.3495,0.0494
0.4641,0.3877,0.0548,0.7391,0.3495,0.0494
0.4793,0.3938,0.0557,0.7391,0.3495,0.0494
0.5179,0.4110,0.0581,0.7391,0.3495,0.0494
0.4816,0.3839,0.0543,0.7391,0.3495,0.0494
0.5052,0.3890,0.0550,0.7391,0.3495,0.0494
0.4897,0.3875,0.0548,0.7391,0.3495,0.0494
0.5041,0.3946,0.0558,0.7391,0.3495,0.0494
0.5038,0.3971,0.0562,0.7396,0.3489,0.0493
0.4817,0.3989,0.0564,0.7396,0.3489,0.0493
0.5427,0.4083,0.0577,0.7396,0.3489,0.0493
0.4554,0.3829,0.0541,0.7396,0.3489,0.0493
0.4534,0.3764,0.0532,0.7396,0.3489,0.0493
0.5097,0.4002,0.0566,0.7396,0.3489,0.0493
0.5170,0.3913,0.0553,0.7396,0.3489,0.0493
0.5290,0.3866,0.0547,0.7396,0.3489,0.0493
0.4487,0.3844,0.0544,0.7396,0.3489,0.0493
0.5533,0.3995,0.0565,0.7396,0.3489,0.0493
0.5443,0.3902,0.0552,0.7396,0.3489,0.0493
0.4343,0.3680,0.0520,0.7396,0.3489,0.0493
0.4547,0.3690,0.0522,0.7396,0.3489,0.0493
0.5378,0.4034,0.0570,0.7396,0.3489,0.0493
0.5502,0.4100,0.0580,0.7397,0.3488,0.0493
0.5152,0.3976,0.0562,0.7397,0.3488,0.0493
0.5082,0.3922,0.0555,0.7397,0.3488,0.0493
0.4777,0.3943,0.0558,0.7397,0.3488,0.0493
0.4954,0.3976,0.0562,0.7397,0.3488,0.0493
0.4561,0.3698,0.0523,0.7397,0.3488,0.0493
0.4237,0.3719,0.0526,0.7397,0.3488,0.0493
0.4620,0.3897,0.0551,0.7397,0.3488,0.0493
0.5431,0.4018,0.0568,0.7397,0.3488,0.0493
0.4604,0.3909,0.0553,0.7397,0.3488,0.0493
0.4602,0.3829,0.0542,0.7397,0.3488,0.0493
0.5158,0.3904,0.0552,0.7406,0.3490,0.0494
0.5534,0.3971,0.0562,0.7406,0.3490,0.0494
0.5315,0.4020,0.0569,0.7409,0.3491,0.0494
0.5005,0.3895,0.0551,0.7409,0.3491,0.0494
0.4348,0.3692,0.0522,0.7409,0.3491,0.0494
0.4610,0.3842,0.0543,0.7409,0.3491,0.0494
0.4862,0.3895,0.0551,0.7409,0.3491,0.0494
0.4479,0.3580,0.0506,0.7409,0.3491,0.0494
0.4810,0.3817,0.0540,0.7409,0.3491,0.0494
0.5028,0.3924,0.0555,0.7409,0.3491,0.0494
0.4847,0.3888,0.0550,0.7409,0.3491,0.0494
0.4588,0.3892,0.0550,0.7409,0.3491,0.0494
0.5224,0.3901,0.0552,0.7409,0.3491,0.0494
0.4611,0.3647,0.0516,0.7409,0.3491,0.0494
0.5218,0.3861,0.0546,0.7409,0.3491,0.0494
0.5260,0.3941,0.0557,0.7409,0.3491,0.0494
0.4552,0.3871,0.0547,0.7409,0.3491,0.0494
0.5232,0.4025,0.0569,0.7409,0.3491,0.0494
0.5790,0.4014,0.0568,0.7409,0.3491,0.0494
0.4919,0.3984,0.0563,0.7409,0.3491,0.0494
0.4582,0.3810,0.0539,0.7409,0.3491,0.0494
0.4582,0.3779,0.0534,0.7409,0.3491,0.0494
0.4722,0.3799,0.0537,0.7409,0.3491,0.0494
0.4797,0.3903,0.0552,0.7414,0.3493,0.0494
0.5157,0.3918,0.0554,0.7414,0.3493,0.0494
0.4615,0.3893,0.0551,0.7414,0.3493,0.0494
0.4973,0.3935,0.0556,0.7414,0.3493,0.0494
0.5004,0.3765,0.0532,0.7414,0.3493,0.0494
0.5916,0.4009,0.0567,0.7414,0.3493,0.0494
0.5470,0.4029,0.0570,0.7414,0.3493,0.0494
0.4987,0.3909,0.0553,0.7414,0.3493,0.0494
0.4370,0.3637,0.0514,0.7414,0.3493,0.0494
0.5073,0.3917,0.0554,0.7416,0.3492,0.0494
0.5297,0.3893,0.0551,0.7416,0.3492,0.0494
0.5119,0.3943,0.0558,0.7416,0.3492,0.0494
0.5003,0.3898,0.0551,0.7416,0.3492,0.0494
0.5240,0.3930,0.0556,0.7416,0.3492,0.0494
0.4652,0.3931,0.0556,0.7416,0.3492,0.0494
0.4833,0.3924,0.0555,0.7416,0.3492,0.0494
0.4640,0.3782,0.0535,0.7416,0.3492,0.0494
0.4989,0.3948,0.0558,0.7416,0.3492,0.0494
0.4728,0.3946,0.0558,0.7416,0.3492,0.0494
0.5062,0.3954,0.0559,0.7416,0.3492,0.0494
0.4923,0.3943,0.0558,0.7416,0.3492,0.0494
0.4896,0.3857,0.0545,0.7416,0.3492,0.0494
0.4359,0.3651,0.0516,0.7416,0.3492,0.0494
0.4773,0.3884,0.0549,0.7416,0.3492,0.0494
0.4496,0.3815,0.0540,0.7416,0.3492,0.0494
0.4858,0.3963,0.0560,0.7416,0.3492,0.0494
0.5099,0.3885,0.0549,0.7416,0.3492,0.0494
0.4554,0.3656,0.0517,0.7416,0.3492,0.0494
0.4910,0.3797,0.0537,0.7416,0.3492,0.0494
0.5264,0.3941,0.0557,0.7416,0.3492,0.0494
0.5479,0.4012,0.0567,0.7416,0.3492,0.0494
0.5573,0.4003,0.0566,0.7416,0.3492,0.0494
0.5003,0.3953,0.0559,0.7416,0.3492,0.0494
0.4889,0.3949,0.0559,0.7416,0.3492,0.0494
0.5463,0.3999,0.0566,0.7416,0.3492,0.0494
0.5009,0.3984,0.0563,0.7416,0.3492,0.0494
0.4601,0.3803,0.0538,0.7416,0.3492,0.0494
0.4591,0.3816,0.0540,0.7416,0.3492,0.0494
0.5158,0.3872,0.0548,0.7416,0.3492,0.0494
0.4796,0.3943,0.0558,0.7416,0.3492,0.0494
0.4633,0.3896,0.0551,0.7416,0.3492,0.0494
0.5297,0.4034,0.0571,0.7416,0.3492,0.0494
0.5038,0.3891,0.0550,0.7416,0.3492,0.0494
0.4959,0.3812,0.0539,0.7416,0.3492,0.0494
0.5203,0.3838,0.0543,0.7416,0.3492,0.0494
0.5024,0.3914,0.0554,0.7425,0.3495,0.0494
0.4791,0.3878,0.0548,0.7425,0.3495,0.0494
0.5378,0.3991,0.0564,0.7425,0.3495,0.0494
0.5279,0.3989,0.0564,0.7425,0.3495,0.0494
0.4781,0.3891,0.0550,0.7425,0.3495,0.0494
0.4567,0.3783,0.0535,0.7425,0.3495,0.0494
0.4818,0.3877,0.0548,0.7425,0.3495,0.0494
0.5388,0.4020,0.0568,0.7425,0.3495,0.0494
0.5236,0.3971,0.0562,0.7425,0.3495,0.0494
0.4823,0.3845,0.0544,0.7425,0.3495,0.0494
0.4974,0.3813,0.0539,0.7425,0.3495,0.0494
0.5418,0.3876,0.0548,0.7425,0.3495,0.0494
0.5209,0.3906,0.0552,0.7425,0.3495,0.0494
0.4767,0.3739,0.0529,0.7425,0.3495,0.0494
0.5353,0.4032,0.0570,0.7425,0.3495,0.0494
0.4661,0.3505,0.0496,0.7425,0.3495,0.0494
0.5457,0.3933,0.0556,0.7425,0.3495,0.0494
0.5234,0.3991,0.0564,0.7425,0.3495,0.0494
0.5031,0.3903,0.0552,0.7425,0.3495,0.0494
0.4812,0.3937,0.0557,0.7425,0.3495,0.0494
0.4677,0.3885,0.0549,0.7425,0.3495,0.0494
0.5296,0.3964,0.0561,0.7425,0.3495,0.0494
0.4397,0.3748,0.0530,0.7425,0.3495,0.0494
0.5150,0.3997,0.0565,0.7425,0.3495,0.0494
0.5230,0.4065,0.0575,0.7425,0.3495,0.0494
0.4925,0.3927,0.0555,0.7425,0.3495,0.0494
0.4695,0.3857,0.0545,0.7425,0.3495,0.0494
0.5281,0.3904,0.0552,0.7425,0.3495,0.0494
0.5329,0.3979,0.0563,0.7425,0.3495,0.0494
0.4885,0.3802,0.0538,0.7425,0.3495,0.0494
0.5108,0.3961,0.0560,0.7425,0.3495,0.0494
0.4886,0.3741,0.0529,0.7425,0.3495,0.0494
0.4760,0.3754,0.0531,0.7436,0.3478,0.0492
0.5291,0.3980,0.0563,0.7436,0.3478,0.0492
0.4967,0.3846,0.0544,0.7436,0.3478,0.0492
0.5202,0.3868,0.0547,0.7436,0.3478,0.0492
0.4664,0.3823,0.0541,0.7436,0.3478,0.0492
0.4960,0.3948,0.0558,0.7436,0.3478,0.0492
0.4414,0.3742,0.0529,0.7436,0.3478,0.0492
0.4914,0.3908,0.0553,0.7436,0.3478,0.0492
0.4564,0.3790,0.0536,0.7436,0.3478,0.0492
0.4949,0.3902,0.0552,0.7436,0.3478,0.0492
0.4902,0.3899,0.0551,0.7436,0.3478,0.0492
0.4602,0.3774,0.0534,0.7436,0.3478,0.0492
0.5274,0.3893,0.0551,0.7436,0.3478,0.0492
0.4539,0.3727,0.0527,0.7436,0.3478,0.0492
0.4903,0.3855,0.0545,0.7436,0.3478,0.0492
0.4748,0.3800,0.0537,0.7436,0.3478,0.0492
0.4767,0.3773,0.0534,0.7436,0.3478,0.0492
0.4681,0.3776,0.0534,0.7436,0.3478,0.0492
0.5012,0.3788,0.0536,0.7436,0.3478,0.0492
0.4787,0.3918,0.0554,0.7436,0.3478,0.0492
0.4717,0.3817,0.0540,0.7436,0.3478,0.0492
0.4675,0.3798,0.0537,0.7436,0.3478,0.0492
0.5108,0.3911,0.0553,0.7436,0.3478,0.0492
0.4794,0.3775,0.0534,0.7436,0.3478,0.0492
0.4440,0.3734,0.0528,0.7436,0.3478,0.0492
0.4562,0.3816,0.0540,0.7436,0.3478,0.0492
0.4833,0.3732,0.0528,0.7436,0.3478,0.0492
0.4499,0.3713,0.0525,0.7436,0.3478,0.0492
0.4675,0.3748,0.0530,0.7436,0.3478,0.0492
0.4900,0.3925,0.0555,0.7436,0.3478,0.0492
0.4909,0.3921,0.0555,0.7436,0.3478,0.0492
0.4394,0.3707,0.0524,0.7436,0.3478,0.0492
0.5080,0.3933,0.0556,0.7436,0.3478,0.0492
0.4830,0.3838,0.0543,0.7436,0.3478,0.0492
0.4574,0.3598,0.0509,0.7436,0.3478,0.0492
0.5245,0.3769,0.0533,0.7436,0.3478,0.0492
0.5138,0.3937,0.0557,0.7436,0.3478,0.0492
0.4989,0.3892,0.0550,0.7436,0.3478,0.0492
0.4273,0.3569,0.0505,0.7436,0.3478,0.0492
0.4657,0.3813,0.0539,0.7436,0.3478,0.0492
0.4357,0.3774,0.0534,0.7436,0.3478,0.0492
0.4425,0.3661,0.0518,0.7436,0.3478,0.0492
0.4852,0.3934,0.0556,0.7436,0.3478,0.0492
0.4573,0.3693,0.0522,0.7436,0.3478,0.0492
0.4518,0.3786,0.0535,0.7436,0.3478,0.0492
0.4296,0.3752,0.0531,0.7436,0.3478,0.0492
0.4834,0.3682,0.0521,0.7436,0.3478,0.0492
0.4924,0.3979,0.0563,0.7436,0.3478,0.0492
0.5025,0.3900,0.0552,0.7436,0.3478,0.0492
0.4798,0.3867,0.0547,0.7476,0.3427,0.0485
0.4671,0.3913,0.0553,0.7476,0.3427,0.0485
0.4453,0.3734,0.0528,0.7476,0.3427,0.0485
0.4286,0.3632,0.0514,0.7476,0.3427,0.0485
0.4439,0.3788,0.0536,0.7476,0.3427,0.0485
0.4789,0.3815,0.0540,0.7476,0.3427,0.0485
0.5176,0.3888,0.0550,0.7476,0.3427,0.0485
0.4725,0.3882,0.0549,0.7476,0.3427,0.0485
0.4948,0.3871,0.0547,0.7476,0.3427,0.0485
0.4299,0.3650,0.0516,0.7476,0.3427,0.0485
0.4590,0.3819,0.0540,0.7476,0.3427,0.0485
0.4457,0.3715,0.0525,0.7476,0.3427,0.0485
0.4556,0.3771,0.0533,0.7476,0.3427,0.0485
0.4561,0.3838,0.0543,0.7476,0.3427,0.0485
0.5142,0.4004,0.0566,0.7476,0.3427,0.0485
0.4867,0.3866,0.0547,0.7476,0.3427,0.0485
0.4735,0.3890,0.0550,0.7476,0.3427,0.0485
0.4757,0.3834,0.0542,0.7476,0.3427,0.0485
0.4495,0.3780,0.0535,0.7476,0.3427,0.0485
0.4094,0.3601,0.0509,0.7476,0.3427,0.0485
0.4249,0.3574,0.0505,0.7476,0.3427,0.0485
0.4503,0.3721,0.0526,0.7476,0.3427,0.0485
0.4584,0.3784,0.0535,0.7476,0.3427,0.0485
0.4629,0.3823,0.0541,0.7476,0.3427,0.0485
0.4840,0.3821,0.0540,0.7476,0.3427,0.0485
0.4522,0.3760,0.0532,0.7476,0.3427,0.0485
0.4432,0.3809,0.0539,0.7476,0.3427,0.0485
0.4369,0.3639,0.0515,0.7476,0.3427,0.0485
0.4638,0.3820,0.0540,0.7476,0.3427,0.0485
0.4725,0.3760,0.0532,0.7476,0.3427,0.0485
0.4669,0.3862,0.0546,0.7476,0.3427,0.0485
0.4848,0.3844,0.0544,0.7476,0.3427,0.0485
0.4866,0.3604,0.0510,0.7476,0.3427,0.0485
0.4981,0.3817,0.0540,0.7476,0.3427,0.0485
0.4377,0.3662,0.0518,0.7476,0.3427,0.0485
0.4013,0.3504,0.0496,0.7476,0.3427,0.0485
0.4189,0.3622,0.0512,0.7476,0.3427,0.0485
0.4671,0.3760,0.0532,0.7476,0.3427,0.0485
0.4042,0.3595,0.0508,0.7476,0.3427,0.0485
0.4261,0.3614,0.0511,0.7476,0.3427,0.0485
0.4509,0.3793,0.0536,0.7476,0.3427,0.0485
0.4488,0.3749,0.0530,0.7476,0.3427,0.0485
0.4653,0.3782,0.0535,0.7476,0.3427,0.0485
0.4567,0.3831,0.0542,0.7476,0.3427,0.0485
0.4141,0.3578,0.0506,0.7476,0.3427,0.0485
0.4630,0.3826,0.0541,0.7476,0.3427,0.0485
0.4716,0.3751,0.0530,0.7476,0.3427,0.0485
0.4541,0.3712,0.0525,0.7476,0.3427,0.0485
0.4830,0.3934,0.0556,0.7476,0.3427,0.0485
0.4496,0.3827,0.0541,0.7476,0.3427,0.0485
0.4784,0.3765,0.0532,0.7476,0.3427,0.0485
0.4668,0.3858,0.0546,0.7476,0.3427,0.0485
0.4453,0.3813,0.0539,0.7476,0.3427,0.0485
0.4432,0.3698,0.0523,0.7476,0.3427,0.0485
0.4256,0.3665,0.0518,0.7476,0.3427,0.0485
0.4888,0.3827,0.0541,0.7476,0.3427,0.0485
0.4549,0.3844,0.0544,0.7476,0.3427,0.0485
0.4646,0.3874,0.0548,0.7476,0.3427,0.0485
0.4496,0.3690,0.0522,0.7476,0.3427,0.0485
0.4573,0.3774,0.0534,0.7476,0.3427,0.0485
0.4244,0.3708,0.0524,0.7476,0.3427,0.0485
0.4460,0.3792,0.0536,0.7476,0.3427,0.0485
0.4995,0.3849,0.0544,0.7476,0.3427,0.0485
0.5177,0.3851,0.0545,0.7476,0.3427,0.0485
0.4416,0.3797,0.0537,0.7476,0.3427,0.0485
0.3989,0.3483,0.0493,0.7476,0.3427,0.0485
0.4120,0.3661,0.0518,0.7476,0.3427,0.0485
0.4566,0.3846,0.0544,0.7476,0.3427,0.0485
0.4597,0.3744,0.0529,0.7476,0.3427,0.0485
0.4516,0.3782,0.0535,0.7476,0.3427,0.0485
0.3989,0.3492,0.0494,0.7476,0.3427,0.0485
0.4500,0.3742,0.0529,0.7476,0.3427,0.0485
0.4493,0.3663,0.0518,0.7476,0.3427,0.0485
0.5098,0.4018,0.0568,0.7476,0.3427,0.0485
0.4412,0.3734,0.0528,0.7476,0.3427,0.0485
0.4491,0.3736,0.0528,0.7476,0.3427,0.0485
0.4872,0.3886,0.0550,0.7476,0.3427,0.0485
0.4324,0.3677,0.0520,0.7476,0.3427,0.0485
0.3887,0.3452,0.0488,0.7476,0.3427,0.0485
0.4367,0.3790,0.0536,0.7476,0.3427,0.0485
0.4463,0.3833,0.0542,0.7479,0.3427,0.0485
0.4508,0.3712,0.0525,0.7479,0.3427,0.0485
0.4572,0.3694,0.0522,0.7479,0.3427,0.0485
0.4183,0.3696,0.0523,0.7479,0.3427,0.0485
0.4356,0.3683,0.0521,0.7479,0.3427,0.0485
0.4705,0.3882,0.0549,0.7616,0.3387,0.0479
0.4671,0.3847,0.0544,0.7616,0.3387,0.0479
0.5240,0.4024,0.0569,0.7617,0.3386,0.0479
0.4519,0.3807,0.0538,0.7617,0.3386,0.0479
0.4425,0.3688,0.0522,0.7617,0.3386,0.0479
0.4369,0.3652,0.0516,0.7617,0.3386,0.0479
0.4792,0.3886,0.0549,0.7617,0.3386,0.0479
0.4981,0.3953,0.0559,0.7617,0.3386,0.0479
0.4611,0.3885,0.0549,0.7617,0.3386,0.0479
0.4469,0.3700,0.0523,0.7617,0.3386,0.0479
0.4972,0.3838,0.0543,0.7617,0.3386,0.0479
0.4875,0.3849,0.0544,0.7617,0.3386,0.0479
0.4270,0.3602,0.0509,0.7617,0.3386,0.0479
0.4458,0.3702,0.0523,0.7617,0.3386,0.0479
0.4467,0.3824,0.0541,0.7617,0.3386,0.0479
0.4413,0.3665,0.0518,0.7617,0.3386,0.0479
0.4612,0.3785,0.0535,0.7617,0.3386,0.0479
0.4518,0.3847,0.0544,0.7617,0.3386,0.0479
0.4451,0.3724,0.0527,0.7617,0.3386,0.0479
0.4807,0.3786,0.0535,0.7617,0.3386,0.0479
0.4529,0.3750,0.0530,0.7617,0.3386,0.0479
0.4107,0.3553,0.0503,0.7617,0.3386,0.0479
0.4233,0.3784,0.0535,0.7617,0.3386,0.0479
0.3922,0.3488,0.0493,0.7619,0.3384,0.0479
0.4731,0.3691,0.0522,0.7619,0.3384,0.0479
0.5168,0.3880,0.0549,0.7619,0.3384,0.0479
0.4707,0.3873,0.0548,0.7619,0.3384,0.0479
0.4500,0.3721,0.0526,0.7623,0.3385,0.0479
0.4232,0.3647,0.0516,0.7628,0.3377,0.0478
0.5001,0.3903,0.0552,0.7628,0.3377,0.0478
0.4357,0.3727,0.0527,0.7628,0.3377,0.0478
0.4471,0.3750,0.0530,0.7628,0.3377,0.0478
0.4812,0.3872,0.0548,0.7628,0.3377,0.0478
0.4170,0.3603,0.0509,0.7628,0.3377,0.0478
0.4420,0.3700,0.0523,0.7628,0.3377,0.0478
0.4573,0.3694,0.0522,0.7628,0.3377,0.0478
0.4191,0.3714,0.0525,0.7628,0.3377,0.0478
0.4644,0.3700,0.0523,0.7628,0.3377,0.0478
0.4501,0.3699,0.0523,0.7628,0.3377,0.0478
0.4833,0.3846,0.0544,0.7628,0.3377,0.0478
0.4210,0.3673,0.0520,0.7628,0.3377,0.0478
0.4692,0.3859,0.0546,0.7628,0.3377,0.0478
0.4317,0.3630,0.0513,0.7628,0.3377,0.0478
0.4639,0.3858,0.0546,0.7628,0.3377,0.0478
0.4358,0.3813,0.0539,0.7628,0.3377,0.0478
0.4732,0.3820,0.0540,0.7628,0.3377,0.0478
0.4323,0.3679,0.0520,0.7628,0.3377,0.0478
0.4768,0.3744,0.0529,0.7648,0.3359,0.0475
0.4731,0.3870,0.0547,0.7648,0.3359,0.0475
0.4021,0.3639,0.0515,0.7648,0.3359,0.0475
0.4632,0.3892,0.0550,0.7648,0.3359,0.0475
0.4704,0.3823,0.0541,0.7648,0.3359,0.0475
0.4682,0.3855,0.0545,0.7648,0.3359,0.0475
0.4679,0.3727,0.0527,0.7666,0.3332,0.0471
0.4760,0.3692,0.0522,0.7666,0.3332,0.0471
0.4416,0.3640,0.0515,0.7666,0.3332,0.0471
0.4448,0.3815,0.0540,0.7666,0.3332,0.0471
0.4989,0.3767,0.0533,0.7666,0.3332,0.0471
0.4619,0.3805,0.0538,0.7666,0.3332,0.0471
0.4368,0.3745,0.0530,0.7666,0.3332,0.0471
0.4837,0.3900,0.0551,0.7666,0.3332,0.0471
0.4342,0.3721,0.0526,0.7666,0.3332,0.0471
0.4835,0.3881,0.0549,0.7666,0.3332,0.0471
0.4510,0.3720,0.0526,0.7666,0.3332,0.0471
0.4554,0.3673,0.0519,0.7666,0.3332,0.0471
0.4483,0.3722,0.0526,0.7666,0.3332,0.0471
0.4534,0.3714,0.0525,0.7666,0.3332,0.0471
0.4662,0.3685,0.0521,0.7666,0.3332,0.0471
0.4544,0.3678,0.0520,0.7666,0.3332,0.0471
0.4893,0.3717,0.0526,0.7666,0.3332,0.0471
0.4781,0.3851,0.0545,0.7666,0.3332,0.0471
0.4274,0.3710,0.0525,0.7666,0.3332,0.0471
0.4480,0.3764,0.0532,0.7666,0.3332,0.0471
0.3823,0.3266,0.0462,0.7697,0.3295,0.0466
0.4294,0.3660,0.0518,0.7697,0.3295,0.0466
0.4852,0.3904,0.0552,0.7697,0.3295,0.0466
0.4419,0.3690,0.0522,0.7697,0.3295,0.0466
0.3969,0.3610,0.0511,0.7697,0.3295,0.0466
0.4565,0.3831,0.0542,0.7697,0.3295,0.0466
0.4983,0.3930,0.0556,0.7697,0.3295,0.0466
0.4470,0.3820,0.0540,0.7697,0.3295,0.0466
0.4769,0.3885,0.0549,0.7697,0.3295,0.0466
0.4317,0.3765,0.0532,0.7697,0.3295,0.0466
0.4583,0.3747,0.0530,0.7697,0.3295,0.0466
0.4469,0.3755,0.0531,0.7697,0.3295,0.0466
0.4731,0.3799,0.0537,0.7697,0.3295,0.0466
0.4429,0.3758,0.0531,0.7697,0.3295,0.0466
0.4673,0.3800,0.0537,0.7697,0.3295,0.0466
0.5019,0.3814,0.0539,0.7697,0.3295,0.0466
0.4510,0.3761,0.0532,0.7697,0.3295,0.0466
0.4348,0.3619,0.0512,0.7697,0.3295,0.0466
0.4191,0.3661,0.0518,0.7697,0.3295,0.0466
0.4536,0.3763,0.0532,0.7697,0.3295,0.0466
0.4147,0.3627,0.0513,0.7697,0.3295,0.0466
0.4634,0.3867,0.0547,0.7697,0.3295,0.0466
0.3890,0.3517,0.0497,0.7697,0.3295,0.0466
0.4331,0.3698,0.0523,0.7697,0.3295,0.0466
